CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,Segment
11897,155,8,796.53,Netherlands,2,5,4,Can't Lose Them
11898,101,7,538.02,United Kingdom,3,4,3,Needs Attention
11899,221,5,706.87,Germany,1,3,4,At Risk
11900,83,11,1421.96,United Kingdom,4,5,5,Champions
11901,64,4,557.25,Germany,5,2,3,Potential Loyalists
11902,194,5,484.89,United Kingdom,1,3,3,At Risk
11903,330,1,204.74,Sweden,1,1,1,Lost
11904,147,5,398.84000000000003,United Kingdom,2,3,2,At Risk
11905,51,9,868.9,Finland,5,5,5,Champions
11906,118,6,338.2,Denmark,3,3,2,Needs Attention
11907,81,7,593.22,United Kingdom,4,4,3,Loyal Customers
11908,115,9,608.5899999999999,Portugal,3,5,3,Needs Attention
11909,80,9,582.8100000000001,United Kingdom,4,5,3,Loyal Customers
11910,72,9,840.4200000000001,United Kingdom,4,5,5,Champions
11911,133,6,823.39,Norway,2,3,5,At Risk
11912,88,2,197.85,United Kingdom,4,1,1,Promising
11913,130,7,660.84,United Kingdom,2,4,4,Can't Lose Them
11914,100,8,948.59,United Kingdom,3,5,5,Needs Attention
11915,198,6,454.6,United Kingdom,1,3,2,At Risk
11916,184,5,469.8,United Kingdom,1,3,2,At Risk
11917,64,6,673.22,United Kingdom,5,3,4,Loyal Customers
11918,63,5,402.31,United Kingdom,5,3,2,Loyal Customers
11919,210,4,307.01,Netherlands,1,2,1,Hibernating
11920,64,11,658.34,United Kingdom,5,5,4,Champions
11921,132,5,492.21,Canada,2,3,3,At Risk
11922,142,7,472.11,United Kingdom,2,4,2,Can't Lose Them
11923,148,6,439.34,United Kingdom,2,3,2,At Risk
11924,59,4,475.34,United Kingdom,5,2,3,Potential Loyalists
11925,96,5,204.26999999999998,United Kingdom,4,3,1,Loyal Customers
11926,94,4,191.64999999999998,Netherlands,4,2,1,Others
11927,108,4,543.41,United Kingdom,3,2,3,Needs Attention
11928,71,9,658.92,Portugal,5,5,4,Champions
11929,111,4,545.89,Spain,3,2,3,Needs Attention
11930,195,9,1158.6,United Kingdom,1,5,5,Can't Lose Them
11931,70,6,258.28000000000003,United Kingdom,5,3,1,Loyal Customers
11932,54,3,427.40000000000003,Austria,5,1,2,Recent Customers
11933,157,4,451.1,Belgium,2,2,2,Hibernating
11934,21,11,1294.1399999999999,United Kingdom,5,5,5,Champions
11935,66,8,838.4,United Kingdom,5,5,5,Champions
11936,84,5,392.58,France,4,3,2,Loyal Customers
11937,99,10,827.04,United Kingdom,4,5,5,Champions
11938,24,7,661.63,France,5,4,4,Champions
11939,137,5,481.52,Germany,2,3,3,At Risk
11940,99,9,886.9,United Kingdom,4,5,5,Champions
11941,72,4,597.96,United Kingdom,4,2,3,Potential Loyalists
11942,108,6,713.45,United Kingdom,3,3,4,Needs Attention
11943,186,4,463.08,Italy,1,2,2,Hibernating
11944,141,4,500.16999999999996,United Kingdom,2,2,3,Others
11945,140,5,377.57,Canada,2,3,2,At Risk
11946,75,6,317.14,Spain,4,3,1,Loyal Customers
11947,139,8,957.5600000000001,United Kingdom,2,5,5,Can't Lose Them
11948,162,3,380.64,France,1,1,2,Lost
11949,98,4,557.0699999999999,Switzerland,4,2,3,Potential Loyalists
11950,129,6,521.26,United Kingdom,2,3,3,At Risk
11951,42,7,579.65,United Kingdom,5,4,3,Loyal Customers
11952,152,7,579.97,Sweden,2,4,3,Can't Lose Them
11953,109,7,761.34,United Kingdom,3,4,4,Needs Attention
11954,142,5,690.56,United Kingdom,2,3,4,At Risk
11955,125,8,722.92,United Kingdom,3,5,4,Needs Attention
11956,168,3,249.26,Italy,1,1,1,Lost
11957,70,3,109.67,United Kingdom,5,1,1,Recent Customers
11958,32,10,909.16,Germany,5,5,5,Champions
11959,186,2,273.53,Canada,1,1,1,Lost
11960,97,5,511.76,France,4,3,3,Loyal Customers
11961,105,4,222.49,United Kingdom,3,2,1,Needs Attention
11962,81,4,390.42,United Kingdom,4,2,2,Potential Loyalists
11963,55,8,562.95,United Kingdom,5,5,3,Loyal Customers
11964,149,3,472.29,United Kingdom,2,1,2,Hibernating
11965,121,6,490.11,United Kingdom,3,3,3,Needs Attention
11966,91,5,273.19,Switzerland,4,3,1,Loyal Customers
11967,168,5,467.09,United Kingdom,1,3,2,At Risk
11968,81,5,665.27,United Kingdom,4,3,4,Loyal Customers
11969,191,5,407.66999999999996,United Kingdom,1,3,2,At Risk
11970,148,4,493.82,United Kingdom,2,2,3,Others
11971,191,4,294.03000000000003,France,1,2,1,Hibernating
11972,129,9,664.53,France,2,5,4,Can't Lose Them
11973,226,5,493.99,United Kingdom,1,3,3,At Risk
11974,211,10,1305.97,United Kingdom,1,5,5,Can't Lose Them
11975,147,8,751.9399999999999,United Kingdom,2,5,4,Can't Lose Them
11976,59,3,365.91,United Kingdom,5,1,2,Recent Customers
11977,178,5,562.9300000000001,France,1,3,3,At Risk
11978,64,11,1319.6399999999999,United Kingdom,5,5,5,Champions
11979,97,8,961.37,United Kingdom,4,5,5,Champions
11980,144,4,663.03,United Kingdom,2,2,4,Others
11981,160,5,364.65999999999997,Canada,1,3,2,At Risk
11982,87,5,616.88,United Kingdom,4,3,3,Loyal Customers
11983,45,7,708.2,Netherlands,5,4,4,Champions
11984,66,5,440.48,Portugal,5,3,2,Loyal Customers
11985,129,2,28.769999999999996,Germany,2,1,1,Hibernating
11986,23,8,565.79,United Kingdom,5,5,3,Loyal Customers
11987,80,6,373.16999999999996,Belgium,4,3,2,Loyal Customers
11988,153,5,252.0,Belgium,2,3,1,At Risk
11989,47,5,798.67,Germany,5,3,4,Loyal Customers
11990,40,7,527.09,United Kingdom,5,4,3,Loyal Customers
11991,90,6,687.14,Germany,4,3,4,Loyal Customers
11992,188,5,410.65999999999997,Austria,1,3,2,At Risk
11993,178,7,396.24,United Kingdom,1,4,2,Can't Lose Them
11994,165,1,129.62,Ireland,1,1,1,Lost
11995,119,4,550.83,Austria,3,2,3,Needs Attention
11996,103,5,435.2,Canada,3,3,2,Needs Attention
11997,59,7,671.73,United Kingdom,5,4,4,Champions
11998,148,10,715.36,United Kingdom,2,5,4,Can't Lose Them
11999,53,7,710.16,United Kingdom,5,4,4,Champions
